,date,funny,business_id,text,user_id,useful,cool,stars,review_id
2458222,2014-04-01,0,98hNRWW4AC5IzEg4BP3f5Q,"Went to Sage last night on the recommendation of some friends and I will not be going back.  The service was terrible, the worst I have ever had in a local restaurant.  The restaurant was only about half full and they had at least 3 sushi chefs working.  We were there for almost two hours because it would take 20 minutes or so between rolls.  Our waitress was indifferent and unapologetic.  The restaurant is also a bit run down and had a slightly funky smell that I noticed when we first arrived.  The food was ok, not the best sushi I've had but certainly not horrible. Maybe it was just an off night but I don't think I will be a repeat customer.",6v1HlPjl5GANhCCbk6Hs6Q,1,0,2,KB7RSzSF3wMItje2Rd1biQ
2472913,2017-04-08,0,98hNRWW4AC5IzEg4BP3f5Q,Horrible. Took FOREVER to get food EVERY SINGLE TIME WE ORDERED for all you can eat. Not happy. I don't recommend you eat here unless you like to wait around more than eat.,UB1ZtNkyq4UsKmZj1xbIQw,0,0,1,8_A1xOk7K1aXnt7RlQPKSQ
2479825,2015-12-11,0,98hNRWW4AC5IzEg4BP3f5Q,"Awesome sushi!! The chefs are entertaining and we love our waitress. We love the creamy mermaid and their stuffed jalapenos, not sure what they are called but they are the best!!!",cSBrmJC07vHmGQtgQecWJg,0,0,5,YLeeQmjdbfTl4adkOLmNng
2530786,2016-02-28,1,98hNRWW4AC5IzEg4BP3f5Q,"Last Friday it was time to concur all you can eat sushi.  We met friends there who love this place as the food is awesome,  staff is friendly and they are quick.  Except for this night.  The place was pretty much packed,  which is not unusual for a weekend night.  Upon my arrival at 6pm, my friends and hubby were already enjoying appetizers.  As soon as i sat down we started the craziness of all you can eat sushi.  From there it all went down hill.  Rolls were taking forever,  when i finally received my baked roll it was more like a burned roll.  My dream of eating this delicious Japanese lasagna roll fell to shambles from the first bite. My friend sat and watched while we stuffed our faces as her simple roll still was not on the table 50 minutes later.  Her hubby who pretty much had lost his patience at this point, couldn't believe it. As we watched the waitress deliver my roll to the wrong table,  as well as others customers looking beyond upset.  Not sure what gave it away,  the pissed off look on everyone's faces maybe... This experience has left a bad taste in my mouth.  Either get more help,  get people that know what they are doing, oh and hire some people who don't use the word f#$k every time something goes wrong, or simply treat your customers better.  My friend who finally got to eat her roll after an hour,  God's blessed you with lots of patience my friend.  Oh and the kicker,  we still had to pay full price,  great management.  :-(",8Wel8-bUm15UVBIJeQo0QQ,2,1,2,Zb-I3ByttulhJZwyYaOQ2w
2574597,2013-01-23,0,98hNRWW4AC5IzEg4BP3f5Q,Decent sushi. Not a bad place I get your sushi fix.,c7hfycIM0F2ysSxJbRmdqg,0,0,4,d951SXNrrTy5y4ckDjdTIQ
2608573,2012-10-12,0,98hNRWW4AC5IzEg4BP3f5Q,"The sushi  has been always fresh but the other day the rolls were just not as good as they have been, maybe different chief ? 
waitstaff is super but over all best so far.",NfiCjguOWoyec_EyP02n8g,1,0,4,UFnILDNh-6c1ZAL1pk6mPA
2633198,2014-02-18,0,98hNRWW4AC5IzEg4BP3f5Q,"Good food, terrible service.

Portions are smaller than most places, tasty sushi. however, rolls have too much rice. Try the candy came roll, it's interesting!

The waitress kept taking our plates too soon, rushed us w/ ordering & cut us off from ordering more by asking us if we are full yet. 

Probably won't return.",yZ5MJlDUQ_ADaVL-JA4aWw,2,0,2,rvmDrJZC5AVAAtZy0Q37Aw
2657142,2012-02-06,1,98hNRWW4AC5IzEg4BP3f5Q,"I was seriously underwhelmed by this restaurant. Granted, I was a bit wary to even go here when I heard ""all you can eat sushi"" -- that almost never goes well -- but my friends were quite insistent on going.

True to what I expected, there was nothing particularly positive to report about this restaurant. Everything is designed to get you in and out with as little fish in you as they can manage. You are limited to one serving (2 slices) of nigiri. I didn't even see an option for sashimi, which is generally the majority of what I eat. All of the rolls were made mostly of rice, with very little filling -- again, a tactic to fill you up quickly. The rolls were very loose and fell apart easily. What little fish I did actually get was certainly not up to the standards of freshness that I expect.

Overall, my experience here was only memorable in the fact that I will remember not to return.",4GoS7G_fyGEHGMjcQ4msLw,2,1,1,q_jPxQyqDwa3OWWTCI3srA
2724275,2016-05-13,0,98hNRWW4AC5IzEg4BP3f5Q,I went here about a month ago and was so disappointed! The fish didn't taste fresh at all and I've never been so sick after eating sushi. It was awful. Though the waitress was nice that was really the only good thing. I got the ayce so that I could try different rolls. I couldn't find one on the menu that was good. Such a let down. On to finding a sushi place I like....,SaOhom1-Z5WiyMjrMGzsUw,0,0,2,1_sC_56sV-PGI2jtPFtLDQ
2746207,2018-06-09,0,98hNRWW4AC5IzEg4BP3f5Q,My wife's favorite sushi bar. The staff know when we come in its a out to go down. We've tried other places and we keep coming back to sage.,LH5TWnLrS5-V3_ORAV2ImA,0,0,5,FJ6xi2R6WTOCVpLUbvd_yg
2814877,2010-03-06,0,98hNRWW4AC5IzEg4BP3f5Q,First of all the service was very slow. As soon as I walked in I notice that another table were making complaints to the server. The sushi had way to much rice. And the food sucked so much that I didn't want to finish it. The sushi chef was using his cell phone and touching his cell phone and then touch the sushi he was making without washing his hand. This has to be a health code violation. And worst of all the server was really really really rude. She had a bad attitude and did not even try to take care of us. She did not refill my drink even though she could see that it was empty. Very poor service and very bad attitude. And the food did not taste good at all. She took forever to bring me my check and when we left she did not even acknowledge us. WE WERE VERY DISAPPOINTED. PEOPLE DO NOT EAT HERE. I DON'T RECOMMEND THIS PLACE TO ANYONE. HORRIBLE. I WILL NEVER EAT THERE AGAIN. I HOPE I SAVED YOU THE DISAPPOINTMENT.,e_Syda3y11tgkPXrxZbW3w,3,1,1,UxiYhX4xLcQZTxprIRmd4g
2843694,2011-07-27,0,98hNRWW4AC5IzEg4BP3f5Q,"This was my first time eating AYCE. I was surprised at how nice this place was.  All of the rolls I had were yummy. My favorite was the Pretty Woman. The staff was very friendly and are glasses were never empty. 
The red bean and green tea ice cream were tasty. I already want to go back and try more items.",9IZGrDBEWNT9b-jTSWIezw,0,0,5,HIaoDV8v_vI12HMM-G339Q
2907955,2011-05-15,0,98hNRWW4AC5IzEg4BP3f5Q,"this place was clean, the ambiance is nice and the place was cute. 

they have late night happy hour starts at 9pm, AYCE sushi for $19.95!!

Everything on the menu was awesome!

they don't do half-rollsl which was disappointing for a sushi lover like me who loves to try as much as i can on the menu. 

TIP: 
come here with a group of friends and do AYCE so you can order and try out more on the menu. The more the merrier!! 

Service:
the waitresses were super nice. 

Wait: 
We had reservations at 845, but didn't get seated until 910pm.
The place was busy, which was understandable.",pkq41Qh9yGOI_4pwdVmmDg,1,0,4,9NltoJ2-DgTD4GPj5Oh5fQ
3185635,2017-06-01,0,98hNRWW4AC5IzEg4BP3f5Q,This is a good AYCE sushi place around here. Sushi chef is really nice. Their fish is fresh. Just one thing the miso soup was too salty..... maybe it's been sitting for a while...?,NwxLE2dI2bPT2zDwMcbd7Q,0,0,3,WSQQShNz4odVpAx9ePiH6w
3197909,2017-06-26,0,98hNRWW4AC5IzEg4BP3f5Q,"My husband and I have been coming here for 8 years.  We always have excellent service, and the food is great-always fresh.  Especially love the creamy mermaids and baked mussels.  Best place in town for AYCE sushi!!  Thank you Sage Sushi!",1xlQTV4rMITkTT6R0KtbxQ,0,0,5,447ljtyWSF5phC50fyWEuA
3356757,2012-08-08,0,98hNRWW4AC5IzEg4BP3f5Q,"Friend took me here for dinner while I was in town, it's an AYCE sushi bar ($26.95) the food was pretty good, mostly rolls/cooked items on their menu though. This place is located in a strip mall, a little confusing if you are entering the plaza from the wrong way haha  It's a mom and pop shop, decor is a bit dated but I guess you are going here just for the food. I would prefer it to be a little bit more updated only because it feels a bit dingy.

Had their salmon and octopus nigiri. Fish is pretty fresh. Could've ate those all night! My friend doesn't eat the raw stuff so I was able to try a bunch of different rolls. Chicken teriyaki roll was a bit odd to me haha I'm personally not a teriyaki fan so to put that in a roll was just not normal to me. Baked mussels were delicious!! I'm not a mussel fan but I really enjoyed it. The sauce was really good. Creamy mermaid was good too, light and fluffy batter. Japanese lasagna was too rich for me. I love cream cheese but it was overwhelming. Melted cream cheese over the roll and a slice on top, it was smothered in cream cheese! straight up heart attack haha Alaskan roll, was OK.. I wasn't expecting the salmon on top to be seared. Overall the food was good but I would prefer going to another AYCE spot that my other friend recommended.",XIwFEHzcwVhUC3qdhLDNtg,0,0,3,_qKY6PaMjbxjFLPW8xLsiQ
3467903,2011-05-31,0,98hNRWW4AC5IzEg4BP3f5Q,"This place deserves 3.5 stars but just isn't good enough for 4. The AYCE happy hour special for $19.95 is amazing but there are definitely some issues with this place.

The decor inside seems a bit old fashioned and depressing, not to mention the music was played from a CD player that was skipping every few minutes which was really distracting.

The menu itself was a bit small but the Nigiri was plentiful and all appetizers/desserts were included in the AYCE price which was a nice addition. Not to mention they had lychee sherbert which was interesting and a great way to finish the meal. Sadly the roll choices seemed a bit dull and a lot of the rolls seemed similar. All that matters is that the sushi was really fresh and the nigiri was delicious. Couple that with the lightning fast and friendly service and I will definitely come back here for AYCE Happy Hour!",ffknU3Jt63V2IkAmH_DpOA,3,0,3,ZocfAaBzizTcotEEG7t3zQ
3474036,2018-04-22,0,98hNRWW4AC5IzEg4BP3f5Q,Second time at sushi bar sage. First time I got a bento box. Second time the lunch AYCE. Staff is very friendly. The atmosphere could use some updating. I generally wouldn't recommend because the fish did not seem as fresh. The price is a little bit cheaper than some but not much.,Fa3zLKgh01MUaVnmGdrR3g,0,0,3,bAeCIF8z_2GeOUMf79g82A
3568792,2015-01-19,0,98hNRWW4AC5IzEg4BP3f5Q,"great lunch special, good sushi, great sushi chefs, friendly staff, and i like the environment. It was a good find! i'm a regular... :)",SxlBiocbWs8gYRKZUU9j8A,0,0,5,3Vy0H8VuZpDG93OCZhrRWA
3619921,2017-08-12,0,98hNRWW4AC5IzEg4BP3f5Q,"We've been here several times in the past. In fact, this is where my husband's love for sushi started. We moved to henderson a few years ago and don't get out here that much so when we were in the area yesterday we decided to stop by for lunch. 

Our experience was very disappointing. The fish did not taste fresh (had a tinty tast), there was no flavor in things like the garlic tuna (which is hubby's favorite), the spicy tuna, or even the tuna salad. There really weren't any good choices for lunch as the menu was very small.

The service was even worse. We had to ask for refills and anytime you looked for the waitress she was no where to be found. 

When it was time to pay, she would not stamp our frequent visit card because it wasn't dinner (that's ok, you won't have to worry about us using it).

The only good food was the creamy mermaid and the Goya (please note, these are not sushi items)

All around, we were very disappointed. This place quickly went from our favorite sushi resturant in this area to the worst. We are done and won't be back.",1KAtvCuYseKEFmI0F0gWLw,1,0,2,pAEBBv_wg3ZD2h6CeJm1sw
3665248,2016-12-10,0,98hNRWW4AC5IzEg4BP3f5Q,"This is my my favorite resteraunt in la s vegas. Great chefs, staff so friendly I look forward to,my visits. The only sushi place you need to visit in this city",5rst5vIwF5jNtUKlzEiYIw,0,0,5,MRM0xvkR5MpOqZ24Vad-ow
3702538,2011-08-16,0,98hNRWW4AC5IzEg4BP3f5Q,"Ill be brief, but honest.
The deal is like this:
-Used to have owners who worked in the resturant, now you don't see the new ones

-Prices went up, number of items on AYCE went down

-Old owners used to let the sushi chefs 'try' new ideas out for you, and if you didn't eat them, so what! New chefs tried new ideas-WITHOUT ASKING ME WHAT I LIKED, i hated it, then they threw out 3 COMPLETE ROLLS due to me not liking tuna. However, at the end, 1 did not eat 3 pieces of a roll I ordered-so they tried to charge me $3 due to not eating.

-Old decor: nice, peaceful, relaxing and pleasant to have a conversation in. New decor: cluttered, dim, looks like its from an old hotel

-Even the roll names were taken from Sushi Zen and Sushi Loca!

-AYCE punch card, after 10 meals then next one is FREE. Cool, i thought. So I brought in a punch card with 9 punches on it, then my wife and I EACH had AYCE. So they punched my card for the 10th, then gave her a card with 1 punch. I said ""Excuse me, hers should be free I believe, that would make 11 meals total."" ...to keep this VERY short, let's just say the owner wasn't there, they couldn't tell me who the Mgr on duty was and I ended up paying for the whole thing.
Do the math you idiots, I've spent roughly $200 with you, now I bring my wife her for her birthday and you can't give me the meal for free?? Even though on the 10th time ITS FREE!?

To the new owners:
Treat people as PEOPLE, not customers. Your staff spends more time talking to themselves than me. I had to get my own refill twice.
And the fact that the ONLY white blonde girl working there TEXTS WHILE ON THE JOB and is still employed is mind blowing.
Sell the place back to the old owners, who knew my face by my 2nd visit. You however have seen my face MORE than they did and Ive brought groups of 9+ people in and you don't think of me as anything but $$.

To the folks reading this:
Go to Sushi Zen, not much further up the road, MUCH nicer employees. If you don't care about AYCE then head to Sushi Loca off of 95 and Ann, that place is an AWESOME atmosphere

Sincerely,
a FORMER customer",SZQpHeH_mt42rdtCTXbD4Q,4,3,1,uRcqUsUMwMVoAfgRB8mJnQ
3781061,2013-04-05,0,98hNRWW4AC5IzEg4BP3f5Q,"Sushi Sage is my go-to sushi joint.  I eat there about once a month, and have never been disappointed.  The menu offers a fair selection if nigiri sushi, and a lot of rolls that span the gamut from simple and traditional to the ""How dirty can we make the name of this roll"" game that all sushi joints indulge in.  

I did not realize how special this place was until I took friends from Phoenix.  They told me that an equivalent meal in Phoenix would have cost over $100 per person, and would not have been nearly as good. Sage Sushi is now a required stop whenever they are in town, and we enjoy every visit!",mt3caAKCW_4kvXJuKGR7OA,0,0,4,r7EswzSFTZP10mHzlIoeHg
3791137,2016-09-08,1,98hNRWW4AC5IzEg4BP3f5Q,I have to say that Sushi Bar Sage if my go to place for sushi in North Las Vegas. It has fresh fish and I get great service. You have to know that sushi eating is an experience and having a great relationship with your chefs is critical. I have that type of relationship. I really never have to order because they just know what to bring. Give this place a try and get into the experience. It is great.,Vi5_3zNqWkLy7U5MqNRgOQ,2,2,5,nxlkunqbplyvhbPxiKtYjA
3973762,2018-04-21,0,98hNRWW4AC5IzEg4BP3f5Q,"So completely disappointed in the service we had tonight. This has been my favorite place for so many years. We were here for over an hour, no drink refills, no napkins, had to ask for chop sticks, wasabi ordered all you can eat and between two people received one roll and a few nigiri and we waited and waited after an hour being there were asked if we wanted to order more..... we still had not received what we ordered to begin with. No it wasn't busy there were 3 other tables who appeared to be finished and just chit chatting. 
AYCE was a bust as we waited so long and knew we wouldn't get our moneys worth.",YruOz2XpEW68ppvdx62FdQ,0,0,1,19v9Qocw0GFqRksXykWrPg
4012725,2014-07-29,0,98hNRWW4AC5IzEg4BP3f5Q,This is my goto sushi spot its pretty close to home I know the chefs and they are consistent on quality and service.,54zqyneshZvyWymZLE6mJw,0,0,4,eb-bOR-daaG7qAeLbPcYqA
4033930,2015-06-20,0,98hNRWW4AC5IzEg4BP3f5Q,"Decent for AYCE. I like the fact they offer cucumber wrapped sushi, I just wish they would offer more choices with wrapped cucumber. I love getting salmon, tuna and red snapper nigiri with a spicy garlic sauce. That rocks. All their other rolls are standard fair as far as AYCE goes. Waitress was very friendly too.",49UDRi9ZrJcY9JqyX1eQkg,0,0,3,gfaHjPrhe-CNJv-0DIMmPQ
4082395,2015-10-17,0,98hNRWW4AC5IzEg4BP3f5Q,"This place has a lot of potential as a neighborhood sushi joint. My sister and I came here for lunch and the sushi was pretty good! The service was pretty awesome as well everyone was really nice and attentive. 

My sister and I will definitely be coming here often!",qT7lHrL3DTB86XYgdDxtlA,0,1,5,AlbTaLbnGM4HBpF4xq-0XA
4109453,2013-01-30,0,98hNRWW4AC5IzEg4BP3f5Q,Sushi was pretty good and the best green mussels I've ever had. Service was slow but $35 for all you can eat and drink??? Hell Ya!!!!,bo8-dxZgXE9oPLBzGhTmnA,2,1,3,kC8YqHq52Sl4x3FxgbBi7w
4113628,2015-03-06,0,98hNRWW4AC5IzEg4BP3f5Q,"Oh my goodness. I am beyond aggravated right now. My boyfriend and I came here a month ago and absolutely LOVED IT. Except today... The guys at the sushi bar are absolutely amazing. Super friendly and great with giving the perfect suggestion and everything tastes AWESOME. It's the waitress we got. We are leaving tonight and definitely not paying. We got here and right away the waitress was rude right away. We had ordered our appetizers right when we sat down. 20 minutes pass and still hadn't received anything. We ask her for our mussels and she said ""if you order it, it's gonna come. You don't have to ask."" Im sorry, we've been waiting 20 minutes. 4 lousy mussels don't take that long. We'd already gotten our first sushi dishes from the bar and EATEN them before we got the mussels. She could tell we were upset, but didn't even apologize (I was pissed about her attitude). Next thing, we were almost done with our food and we hadn't had a refill yet. THE GUY AT THE SUSHI BAR MADE HER COME OVER TO REFILL OUR DRINKS! So, she brings our drinks and leaves right away. We try to flag her down to order our last items and she for some reason keeps walking past us and looking at us but blatantly ignored us. My boyfriend gets pissed and takes his first drink of his refill and immediately spits it out. SHE SPIT IN HIS DRINK! You can tell the difference between spit and soda. I am beyond disgusted by this sad excuse for a woman. We don't know what she does and does not have. That is absolutely disgusting. If I EVER go back, I will only receive service from the sushi bar guys. I HOPE YOU GET FIRED!",74VlUjSSQSeqDt03tX5aoA,0,0,2,zcUgSiU78kXkZihxVMWW1w
4253650,2012-09-06,0,98hNRWW4AC5IzEg4BP3f5Q,"We have been going to Sage for years and I have always really liked it. I'm a huge fan of the Asian Pillow and Asian Green rolls.
Our favorite waitress recently left and since then the service has been horrible. On our last visit my dinner companion got all of her rolls (and was done eating) 45 minutes before I even got my first roll. When I asked why it was taking so long they told me that one of the chefs was new and he didn't know how to make the Asian Green so he just put my whole order aside. 
I'm very disappointed to take Sage out of my rotation, but with the last 4 visits, each worse than the last, I can't, in good conscience keep going there.",gTQ4JT4fsV1z_zZiJsYatA,2,0,3,RW0-8WUvAGQ2R9qX7YaqvQ
4346448,2014-12-29,0,98hNRWW4AC5IzEg4BP3f5Q,"I visited here a few years ago and their AYCE sushi was really good. Last week I was back in the neighborhood and decided to go there for dinner. There were quite a few customers there, but the place wasn't packed, we placed our order and waited....and waited...and waited.....over 45 minutes for our first sushi roll to arrived. People who ordered after us had their orders, but not us. Once the food arrived it was mediocre at best and mostly rice. Won't be returning.",bgHjBJU60BVVfXoMjebyiA,1,1,2,UnyH7YskDzcnYg5fe3rrvg
4350301,2018-06-30,0,98hNRWW4AC5IzEg4BP3f5Q,"My son Birthday is June 28th. He has autism so this is the first time in 22 years he asked for a party....He asked to go there..We both liked it there before this day..
I had 5 people in our group...We got there about 6:30..My son got to eat free for his big day..there was one waitress and one guy behind the sushi bar...It was a little busy..We all order drinks and about 5 rolls at one time...she never wrote the order down..we had to remind her what we order a couple times...so she was bringing us one roll then another 10 to 15 min apart ..it was like this for the whole 2 hours we were there...I ask the waitress why is it taking so long ""she snap at me"".....We order All You Can Eat....this was crazy...I've been coming here for 6 years... She was so RUDE to us I was getting pissed...In 2 hours we had ate 10 sushi rolls ..we were still hungry when we left but I was done with being treated this way

My son ate free but it still cost $143.00

They lost me as a customer",Vju8SDdI5i9VQsLsGHMNoA,0,0,1,bzVJezBN_fZuvlxNKixhlQ
4360950,2013-04-14,0,98hNRWW4AC5IzEg4BP3f5Q,"Sage has become our sushi place, that is until tonight.  We ordered 2 AYCE and one Deluxe Tempura Platter.  The sushi was not nearly as good as it has been in our past visits.  The rice was overly sticky.  A number of the rolls that we ordered were fair at best, not even considering the rice.  We had an assortment of leftover pieces from those rolls that weren't good - and they wanted to charge us .50 for each piece.  If it were good, it would have been eaten.  I let it be known that an added fee would be completely offset by the tip.  I was told they didn't care.  The owner, Mary, was very rude, and made a few whispered remarks.  When I questioned what she said, I was told ""nothing"".  (There was no additional charge)  We had to wait a full 20 minutes to get the bill - and that included asking every server.  Another 10 minutes before someone would take the payment.  Our stamped card for a free dinner was almost filled up, but we ripped it up before we left.  Bummer!",yMfVQr72cXB1vZVz5atg7w,0,0,1,qUGUKb2NsShuKmDtnCSlig
4377818,2012-06-07,1,98hNRWW4AC5IzEg4BP3f5Q,"This is my favorite place to have AYCE! the staff is always so friendly. the chef is so polite and will recommend things based on what youve already ordered and is very accomadating. i love the sushi here just as much as the friendly service. i have an amazing experience every single time! I used to frequent oyshi but it started going downhill and then i found sage.. its a billion times better and at a much better price!

the best sushi in vegas, hands down.",2CeGgGolzCDtd1GmlibJlA,2,1,5,XNqYKwJYDJTu1U7eVqnFSA
4398779,2017-02-02,0,98hNRWW4AC5IzEg4BP3f5Q,This use to be my go to spot but over the last couple of months it has been going down. Started with a couple things coming off the menu. Last night I went in and it was dead. I sat down and the waitress brings me a menu I notice its new so ordered a water then began to look it over. She comes back and I order my normal starter creamy mermaid bake mussels and salmon collar ( witch they never have). She informs me that I can only get two items. So I say let me get the mussels and collar and I'll order the mermaids later. She says no only to items period. I asked well why call it ayce she said sorry the owner changed the menu. I've had talks with the manager before so I guess I shouldn't be suprised. So seeing there was only one chief I knew there was something different. Needless to say me and my girl left on her birthday to find a new one and did I. Won't be coming back here again. Sasa sushi on Cheyenne is my new home.,EXGMovm5s70B8Oe905M7PA,2,0,1,lxf6222JqB4_h5FTunRhVw
4460722,2017-09-26,0,98hNRWW4AC5IzEg4BP3f5Q,Not busy for a Saturday night. Rolls came out quick and we're tasty. Not fantastic or over the top delicious. Baked mussels were our favorite along with the Japanese burrito. The only reason I can't give 5 stars is that the place was empty. Beside our group there were only 2 other customers.,rMek7v1rvlq02juMISX_kg,0,0,4,Elz8pYAQMtpPvBr0WJoGBw
4504616,2014-06-02,0,98hNRWW4AC5IzEg4BP3f5Q,"I had the AYCE lunch at Sushi Sage Sunday June 1st. I was meeting with a friend to review plans for upcoming events. He suggested we meet here. I jumped on YELP and honestly I was a bit concerned with some of the reviews. Although I only gave them 3 stars it was a good experience. We were seated right away, the server took our order right away and our rolls were served right away. The waitress was very attentive and there was not a delay with our additional orders. My only problem was the window price for all you can eat was $21.00 and change when the bill came it was $23.00 and change. Seems like that would be something they would have taken care of. I have not had sushi in a while so not complaints. Need a sushi partner so it may be a while before I have it again. I go to many different eating places but for some reason I do not enjoy sushi as much alone. If anyone knows why that is please shoot me a note. I also thought just North of $60.00 for two AYCE with a soda and a tea with tip was a tad high. I always like trying new sushi spots. So hit me up with your recommendations.",bOVks84IqfVzdh6Vx2LUeQ,1,1,3,2NRJAYuUdBSi87UDC0nbbw
4529935,2014-01-15,1,98hNRWW4AC5IzEg4BP3f5Q,"I gave it one star because I had to this is by far the worst service and food I've had however Juliana was awesome if they had two of her I might not have had to wait an hour for my miso soup with four squares of tofu. Asian lady kept taking orders never writting a single item down which also meant we didnt get anything we asked her for..funniest thing was when he told one of my friends that she couldn't order because she had already placed an order, all she had ordered was more ginger lol anywho for the price stay away!!!!!",lv7gWb0r-dvZKwCOizGD9w,1,0,1,rPXP3L7VYCsLvdyjOiWlHg
4551355,2014-05-06,1,98hNRWW4AC5IzEg4BP3f5Q,"Me and my girlfriend went here once and we will never come back again
We were there doing all you can eat ordered a bunch of stuff and we only got 2/12 things we ordered. We were there for a hour!!  Constantly had to ask for more water because every time they would forget to bring us some.

We decided just to leave.  And to top is all of They wanted to charge us (2) $26 all you can eat.    They only brought us california roll and salmon nigiri!!   Hell no.  
We went to mc donalds after.",iR_1zT6KsyQjPQybcbBpdA,4,0,1,ZmtAYQh-sefySj33tuZGHA
4558408,2011-06-12,0,98hNRWW4AC5IzEg4BP3f5Q,"I should start off by saying I am not the world's pickiest eater. I've eaten a ton of good food that was expensive and a ton of mediocre food that was cheap. This place is definitely more towards the ""delicious"" side of the scale. 

My date and I shared a few rolls that the waitress suggested were her favorites, and they were all pretty good. It's not a place I would consider nearly as good as Yama or Ichiza, but it was solid. The place itself seems a little bit rundown, but not enough that I would say it's a detriment... it just has character. We were seated promptly and the waitress was super nice, though I do kinda feel she forgot about us once or twice. I also felt like I had too wait entirely too long to get the first rolls out to us considering the place wasn't jammed. 

This is a place I would return to if I were on that side of town again, but not a place I would drive out of my way for. It's definitely an ok spot and you won't feel like you're being gouged, so it's worth a try.",D-ZyQ4iT1XRFkcOAWXnxCQ,1,1,3,TLuNyDuH8Z0htHBCHGN3dg
4637879,2018-06-29,0,98hNRWW4AC5IzEg4BP3f5Q,"We got here at 6:30pm they started taking our orders at approximately 6:45pm and there is only one waitress and one person making sushi .  They have a so call hour limit for AYCE and now it is 7:29pm and we are still waiting for food.  Left at 8:50pm probably short on some rolls but we got tired of waiting.  That probably was the plan! 

The restrooms were clean!  It wasn't too crowded.  We had a few Sake bombs, all came up to 153.00 for five ppl.  Not too bad.  The birthday boy ate for free.",cnyCyr5az4YzlQ1oCSYNvQ,0,0,3,wBHFyxU1otEdkRSedgsARw
4644429,2017-11-16,0,98hNRWW4AC5IzEg4BP3f5Q,Got a great deal off Groupon. Food was great and service was awesome! Tempura Shrimp roll and samurai rolls were so yummy!,CjtnZN0kqTEXxZBzw7UfyA,0,0,5,lR0ASSc5XB3woFQSUVnJdQ
4663559,2017-07-16,0,98hNRWW4AC5IzEg4BP3f5Q,"I have been here several times in the past and tonight I was pleasantly surprised and honored to be taken care of by the owner Thein. After a short conversation as to what I like he immediately started to Custom make my sushi to my preferences of fish. WOW! What an amazing burst of flavors I've never experienced at any sushi place. I'm eating while I write this and the more I eat the more I am really happy with what's going on in front of me. 
Run! Don't walk to this AYCE establishment. Forget the hype about the new and exciting sushi place on the strip. Get back to basics and start patronizing off the strip places with great service and wonderful delicacies. I could on and on but I was just served another delectable treat. I'm going to stop right now because I'm missing out on the next Custom dish coming my way! And here it is!",iWNo1wm6AxYpJ43ap-BfvQ,0,1,5,lpQCW-ggOSHuBCtscQqU3Q
4664278,2014-05-30,0,98hNRWW4AC5IzEg4BP3f5Q,Love this place! We always come here for lunch. There is always great service and good sushi rolls. I usually do al la cart and my husband does AYCE. So far everything we tasted here has been delicious!,bO-AT8i9_k93lhBW-38dYA,0,0,4,dKR8UbW2yXI0H6gyinXltQ
4700552,2014-11-07,0,98hNRWW4AC5IzEg4BP3f5Q,My favorite sushi restaurant. Joy is so friendly and fun to talk to. I've been coming here for over a year now and have had a great experience every time.,rcaeJEmZyT305cFXlTsiig,0,0,5,wQzaghQ28kga2BtF9k4FnQ
4721672,2010-10-31,0,98hNRWW4AC5IzEg4BP3f5Q,"this place is solid.  good california rolls.  i think the owners are real japanese people, sushi chef is really nice.  bathrooms are clean and it has an ""A"" food administration rating, so it meets the health standards.  just looks kinda odd from the outside, with pink neons.  inside is nice though.",lUeGSI8Dn5E9hgcsP_kJ1A,1,0,4,IzVzywYiqViy76jXfQOFGQ
4828399,2013-05-23,1,98hNRWW4AC5IzEg4BP3f5Q,"The fish was not fresh, Had better store bought Philly roll which is really sad. Good server but food is not up to par. Won't be back here anytime soon. (Least till quality gets better).",Fhq39N8vP7c72BVyzhbsgg,1,0,1,wuk8lpUbRD4ecVQFmKPe5g
4845897,2017-02-18,0,98hNRWW4AC5IzEg4BP3f5Q,"Horrible service ... nasty food!
Sprite - dirty water
California roll - sewer
Spicy tuna roll- not spicy
Philadelphia roll- dull
Edamame- from a frozen bag microwaved
Green tea ice cream- pinezol 
 
After 30 minutes of waiting for the server we called her over and she acted offended...
Save you money and time.",ma4ae7Pv12uRp3jOEbWGzw,0,0,1,hijMoGcjOFSiSFBDMvanuQ
4846743,2015-06-27,0,98hNRWW4AC5IzEg4BP3f5Q,"Updating my review because I've become found of this cozy little spot ..   
  Creamy mermaids are to die for, and their baked mussels are just about the best we can find in Vegas. The fish is always fresh and the waitresses  are attentive and friendly..
 They have a great a.y.c.e. menu . Just  $26.95 per person from 4-1030 pm, or opt for a.y.c.e and drink for $39.99 .

  They have a great menu , and I've noticed alot more fish and alot less rice in the sushi rolls than before. All in all we have tried just about everything on the menu and have loved just about everything we've tried.

 Will add more pics next time.. I was too busy eating.. :)",CmaFYyhgk8DJBxHFND0jGw,2,1,5,6KOXXXznmnPM99kUzNxGnw
4891651,2018-06-21,0,98hNRWW4AC5IzEg4BP3f5Q,"Best sushi place in town! Wonderful staff and incredible food. If you like crab, I highly suggest the Dragon roll!",ksMVpuW_vCDGDdmsNOkAug,0,0,5,kBi336AWcXOWLTAijTr08A
